left_capacity,right_capacity,required_fidelity,multiplexing,left_ttl_s,right_ttl_s,model_rate_hz,model_fidelity,raw_pair_fidelity,simulation_rate_hz,simulation_rate_std_hz,simulation_accepted_rate_hz,simulation_accepted_rate_std_hz,simulation_fidelity,simulation_fidelity_std,simulation_fidelity_min,simulation_fidelity_max,simulation_accepted_fidelity,simulation_below_target_count,simulation_delivered_count
1,1,0.75,True,0.031731112899149524,0.023798334674362147,93.22794032968521,0.8838233562093313,0.9099205336435602,0.0,0.0,0.0,0.0,,0.0,,,,0,0
1,1,0.7516143488246825,True,0.031322142128228835,0.023491606596171628,93.20754716065775,0.8838670949404057,0.9099205336435602,0.0,0.0,0.0,0.0,,0.0,,,,0,0
1,1,0.7532286976493648,True,0.030915664924510932,0.023186748693383198,93.18674045618287,0.883911527635427,0.9099205336435602,0.0,0.0,0.0,0.0,,0.0,,,,0,0
1,1,0.7548430464740473,True,0.030511651064737844,0.022883738298553384,93.16550716037553,0.8839566718057186,0.9099205336435602,0.0,0.0,0.0,0.0,,0.0,,,,0,0
1,1,0.7564573952987297,True,0.030110070871824345,0.02258255315386826,93.14383366904377,0.8840025455458212,0.9099205336435602,0.0,0.0,0.0,0.0,,0.0,,,,0,0
1,1,0.7580717441234122,True,0.029710895201776704,0.022283171401332527,93.12170580057722,0.8840491675582591,0.9099205336435602,0.0,0.0,0.0,0.0,,0.0,,,,0,0
1,1,0.7596860929480945,True,0.02931409543100082,0.021985571573250616,93.0991087649689,0.8840965571795786,0.9099205336435602,0.0,0.0,0.0,0.0,,0.0,,,,0,0
1,1,0.761300441772777,True,0.028919643443985406,0.021689732582989056,93.07602713082886,0.8841447344077318,0.9099205336435602,0.0,0.0,0.0,0.0,,0.0,,,,0,0
1,1,0.7629147905974594,True,0.028527511621348138,0.021395633716011102,93.0524447902376,0.8841937199308911,0.9099205336435602,0.0,0.0,0.0,0.0,,0.0,,,,0,0
1,1,0.7645291394221418,True,0.028137672828230466,0.021103254621172848,93.02834492127063,0.884243535157781,0.9099205336435602,0.0,0.0,0.0,0.0,,0.0,,,,0,0
1,1,0.7661434882468242,True,0.02775010040303061,0.020812575302272956,93.00370994801486,0.8842942022496236,0.9099205336435602,0.0,0.0,0.0,0.0,,0.0,,,,0,0
1,1,0.7677578370715067,True,0.02736476814646146,0.020523576109846096,92.97852149787745,0.8843457441537975,0.9099205336435602,0.0,0.0,0.0,0.0,,0.0,,,,0,0
1,1,0.7693721858961892,True,0.026981650310923325,0.020236237733192493,92.95276035597195,0.8843981846393197,0.9099205336435602,0.0,0.0,0.0,0.0,,0.0,,,,0,0
1,1,0.7709865347208715,True,0.026600721590180284,0.019950541192635212,92.92640641634587,0.884451548334269,0.9099205336435602,0.0,0.0,0.0,0.0,,0.0,,,,0,0
1,1,0.772600883545554,True,0.026221957109329376,0.01966646783199703,92.89943862979307,0.8845058607652738,0.9099205336435602,0.0,0.0,0.0,0.0,,0.0,,,,0,0
1,1,0.7742152323702364,True,0.02584533241505388,0.01938399931129041,92.8718349479668,0.884561148399202,0.9099205336435602,0.0,0.0,0.0,0.0,,0.0,,,,0,0
