allocation,multiplexing,target_fidelity,scenario,run_idx,rate_hz,accepted_rate_hz,below_target_rate_hz,fidelity,accepted_fidelity,below_target_count,delivered_count,case_label
3:3,True,0.8468609294809456,model TTL,27,316.5,316.5,0.0,0.8907737785026246,0.8907737785026246,0,633,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,28,313.5,311.5,2.0,0.8912004467334924,0.8914975808068286,4,627,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,29,296.5,293.5,3.0,0.8905761995528362,0.8910343755297894,6,593,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,30,318.5,317.5,1.0,0.8906197654307091,0.8907611101825675,2,637,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,38,292.0,289.5,2.5,0.8906546213207132,0.891043951372867,5,584,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,31,289.0,286.0,3.0,0.890212470232924,0.8906762844604912,6,578,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,32,295.0,293.5,1.5,0.8915865820838822,0.8918209886820136,3,590,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,43,277.0,275.5,1.5,0.8910540619281303,0.8913002472305696,3,554,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,35,299.0,296.5,2.5,0.8903690029490975,0.8907492302555395,5,598,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,34,300.0,299.5,0.5,0.8914259884528501,0.8915022319881881,1,600,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,33,298.5,296.0,2.5,0.8911434646638273,0.8915342427924122,5,597,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,41,304.5,302.0,2.5,0.8899577006883876,0.8903225281025332,5,609,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,48,284.0,280.0,4.0,0.8898424004476272,0.8904747616476408,8,568,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,45,294.0,292.5,1.5,0.8893885131417703,0.8896107879537453,3,588,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,40,313.0,311.5,1.5,0.8918523327608066,0.8920804725644375,3,626,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,36,291.5,290.5,1.0,0.8904974649052336,0.8906492865921662,2,583,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,44,298.0,295.5,2.5,0.8895826700401545,0.8899552438268108,5,596,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,37,292.0,291.0,1.0,0.89121939880492,0.8913752560644004,2,584,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,51,283.0,279.0,4.0,0.8898277805598032,0.8904573959565035,8,566,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,47,311.0,305.0,6.0,0.8907926847069351,0.8916796238299413,12,622,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,42,296.0,293.5,2.5,0.8911882185365148,0.8915746022361535,5,592,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,49,311.0,307.0,4.0,0.8907498241645955,0.8913336774692203,8,622,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,46,297.5,294.0,3.5,0.89046688803843,0.8909968064928365,7,595,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,52,289.5,289.0,0.5,0.8906345478108203,0.8907133634211079,1,579,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,39,298.5,297.0,1.5,0.8916107257248637,0.8918407181246192,3,597,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,50,302.0,298.0,4.0,0.8904390953511857,0.891040638368896,8,604,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,53,285.5,282.5,3.0,0.8895577062339817,0.8900261135387448,6,571,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,55,281.5,279.5,2.0,0.8895553739818283,0.8898646595429224,4,563,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,56,290.5,289.0,1.5,0.8911127844197776,0.8913471665513328,3,581,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,54,310.5,306.0,4.5,0.8898122509591486,0.8904578275505186,9,621,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,57,289.5,285.5,4.0,0.890613033132671,0.8912465309323556,8,579,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,59,282.0,280.5,1.5,0.8896735644062845,0.8899086072073598,3,564,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,58,298.5,296.0,2.5,0.8909202061542191,0.8913021748132146,5,597,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,60,303.0,302.0,1.0,0.8922076679099243,0.892359327437887,2,606,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,61,298.0,295.0,3.0,0.890317613261887,0.8907762817251338,6,596,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,70,280.5,277.0,3.5,0.891557907158306,0.8921283680811389,7,561,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,80,298.5,296.5,2.0,0.8906677606294899,0.8909709812837293,4,597,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,62,313.0,310.5,2.5,0.8916541070891337,0.8920228744065017,5,626,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,63,299.5,296.5,3.0,0.8900080727700636,0.890457596888816,6,599,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,68,318.5,316.5,2.0,0.8922627815216302,0.8925542169936207,4,637,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,64,291.5,288.0,3.5,0.8892452727671466,0.8897793242904075,7,583,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,76,291.0,290.0,1.0,0.8904884994975234,0.8906419073982155,2,582,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,66,289.0,287.0,2.0,0.890280297886499,0.8905902803522847,4,578,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,73,313.0,310.5,2.5,0.890861315104737,0.891227113807026,5,626,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,65,287.0,285.0,2.0,0.8918638602786323,0.8921854234726103,4,574,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,69,291.5,287.5,4.0,0.8904973460659403,0.8911243405823317,8,583,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,67,309.5,307.0,2.5,0.8908762447406233,0.8912438047364816,5,619,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,71,293.0,291.5,1.5,0.8895650576292843,0.8897906310333759,3,586,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,82,295.0,291.5,3.5,0.8903009164936333,0.8908369176867529,7,590,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,72,310.5,308.0,2.5,0.8909294271727046,0.8912957879828329,5,621,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,74,310.0,309.5,0.5,0.8923632242442016,0.8924368100446078,1,620,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,75,292.0,291.0,1.0,0.8906403874214495,0.8907945847746882,2,584,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,79,295.0,290.5,4.5,0.8889607085134675,0.8896331005487305,9,590,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,84,297.0,294.0,3.0,0.8901922599061857,0.890639651570168,6,594,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,78,299.0,296.0,3.0,0.8895670427717643,0.8900046604605164,6,598,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,81,302.0,300.0,2.0,0.8902871190724179,0.8905893227833022,4,604,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,77,304.0,301.0,3.0,0.8905118542703969,0.8909526106612667,6,608,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,83,291.5,288.5,3.0,0.8916814848078423,0.8921565536364566,6,583,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,85,294.0,292.0,2.0,0.8909051661329264,0.8912091164832001,4,588,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,86,323.5,319.5,4.0,0.8920970097041628,0.8926795469890676,8,647,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,87,307.0,304.5,2.5,0.8904382036006021,0.8908072272606932,5,614,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,88,299.0,295.5,3.5,0.891040441052725,0.8915758857026016,7,598,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,93,295.5,293.0,2.5,0.8902877878463007,0.8906738645475566,5,591,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,89,291.5,288.0,3.5,0.8897320117491553,0.8902645610881829,7,583,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,92,312.0,311.0,1.0,0.8914433191632039,0.8915907452230382,2,624,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,90,297.5,293.5,4.0,0.8910021480934199,0.8916226112796237,8,595,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,91,304.0,302.5,1.5,0.8909506687849572,0.8911716813813231,3,608,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,95,282.0,280.0,2.0,0.890244888765313,0.8905626660436695,4,564,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,94,293.5,291.0,2.5,0.8910915483134954,0.8914793054051204,5,587,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,98,285.0,282.0,3.0,0.8904658796095613,0.890939784699462,6,570,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,96,311.0,306.5,4.5,0.8902648444555488,0.8909152681596478,9,622,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,99,307.5,304.0,3.5,0.8906688113725465,0.8911904669056203,7,615,allocation 3:3 | multiplexing
3:3,True,0.8468609294809456,model TTL,97,303.0,299.5,3.5,0.8908839685875892,0.8914140913322799,7,606,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,11,289.5,190.0,99.5,0.8816498930976161,0.8987811309560989,199,579,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,20,276.0,180.0,96.0,0.8808092865475269,0.8987499297147763,192,552,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,0,284.5,196.0,88.5,0.8831186273287205,0.8981641775490435,177,569,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,3,293.0,196.0,97.0,0.8814102025492787,0.8976405632244209,194,586,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,26,282.0,185.5,96.5,0.8826275219728615,0.8986115877864415,193,564,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,29,302.5,194.5,108.0,0.8811751826279971,0.8987902168422124,216,605,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,24,286.0,191.0,95.0,0.8825750118560921,0.8983547159197234,190,572,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,1,310.0,210.5,99.5,0.8827021521645381,0.8984136555673546,199,620,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,22,292.5,196.0,96.5,0.8830709361157874,0.8987449575799069,193,585,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,19,303.0,198.0,105.0,0.8824309504005315,0.898754033522874,210,606,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,30,301.5,194.5,107.0,0.8817452019718945,0.8981482168064817,214,603,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,15,300.0,208.0,92.0,0.8823846908549854,0.897750313792827,184,600,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,8,292.0,194.5,97.5,0.8827901618755322,0.8988449458307862,195,584,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,9,317.5,218.5,99.0,0.8836177614017102,0.8987807908861755,198,635,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,6,304.0,204.0,100.0,0.8827712772801902,0.898878472563282,200,608,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,28,298.0,200.0,98.0,0.8836489142669629,0.8988001119614916,196,596,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,17,312.0,211.5,100.5,0.884070235224035,0.8991464651494369,201,624,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,12,294.0,202.5,91.5,0.8838373890734657,0.8984099561069196,183,588,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,10,303.0,202.5,100.5,0.8837438543780756,0.8982805831253372,201,606,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,7,294.5,200.5,94.0,0.8836657103761247,0.8988120134376708,188,589,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,18,315.5,225.5,90.0,0.8853601174121409,0.8986716745188104,180,631,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,27,309.5,213.0,96.5,0.8843745126984333,0.8986384177994808,193,619,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,21,298.0,197.0,101.0,0.8823282646804802,0.8985882926044432,202,596,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,2,301.5,201.5,100.0,0.8827772433966664,0.8986408343229394,200,603,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,25,309.0,214.5,94.5,0.8842820170958002,0.8987027752922968,189,618,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,14,317.0,215.5,101.5,0.883791863058192,0.8986826516805781,203,634,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,23,301.0,214.0,87.0,0.8842009730667753,0.8976957181531087,174,602,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,5,327.0,230.0,97.0,0.8858193605159187,0.898550782994245,194,654,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,4,304.0,215.0,89.0,0.8843810195144967,0.898383836415291,178,608,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,16,290.5,187.5,103.0,0.8812609104668598,0.8981496280090321,206,581,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,13,308.5,219.0,89.5,0.8850233262485651,0.8989110447823516,179,617,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,31,295.5,208.0,87.5,0.8835832052843926,0.8980382838594658,175,591,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,42,285.0,194.0,91.0,0.8822872598001431,0.8986787442198458,182,570,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,35,284.0,175.0,109.0,0.8791290922911086,0.8984103498513463,218,568,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,32,276.5,182.5,94.0,0.8817422588986511,0.8987289462318914,188,553,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,33,292.5,193.0,99.5,0.8817439419636344,0.8981072517249208,199,585,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,48,297.0,196.5,100.5,0.8820694585067249,0.8990989958726093,201,594,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,36,301.5,212.0,89.5,0.8835661473644179,0.8987192274302659,179,603,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,39,313.0,218.5,94.5,0.8839656785916957,0.8996330875007528,189,626,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,38,303.5,195.5,108.0,0.8822886778628144,0.8985088922038509,216,607,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,43,299.0,201.0,98.0,0.8828392894468231,0.898835779601473,196,598,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,46,298.0,201.0,97.0,0.8827539678843327,0.8982367482617427,194,596,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,50,301.5,204.5,97.0,0.8810283164535372,0.8981614680453984,194,603,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,45,303.5,210.0,93.5,0.8827339858904951,0.8982497321480013,187,607,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,55,275.5,175.5,100.0,0.8807014332611748,0.8984454551209476,200,551,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,41,304.5,209.0,95.5,0.8827410426448079,0.8978526653452291,191,609,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,37,315.0,216.0,99.0,0.8844750577045217,0.8991387771073963,198,630,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,56,277.0,188.5,88.5,0.8833136165816567,0.8978265271557533,177,554,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,34,316.5,232.5,84.0,0.8865052718599012,0.8993151129655239,168,633,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,44,301.5,205.0,96.5,0.8840593312625132,0.8985688877002465,193,603,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,57,301.5,201.0,100.5,0.8820847586534616,0.8978634055633626,201,603,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,49,303.5,210.0,93.5,0.8845613252979564,0.8986827328091344,187,607,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,52,302.0,208.5,93.5,0.8833478621284786,0.8982545991773789,187,604,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,47,285.5,190.5,95.0,0.8827241242795398,0.89893425581395,190,571,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,51,310.0,213.0,97.0,0.8840332144604139,0.8986672981087735,194,620,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,40,306.5,220.5,86.0,0.8862147854011598,0.8992922272421331,172,613,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,58,282.0,194.5,87.5,0.8834333077181402,0.8984669882710162,175,564,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,59,298.5,201.5,97.0,0.8816380502995427,0.898298722018638,194,597,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,54,307.0,217.5,89.5,0.8855786704527495,0.8985629574393482,179,614,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,53,303.5,212.0,91.5,0.8846494685352648,0.8987847912053168,183,607,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,62,282.5,188.0,94.5,0.8821104711560556,0.898548251236498,189,565,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,61,302.0,207.5,94.5,0.8812428280754284,0.8984367195391543,189,604,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,60,294.0,198.5,95.5,0.8818598838516204,0.8982382919434171,191,588,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,63,315.0,213.0,102.0,0.8843582566830864,0.8987688336528322,204,630,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,64,297.5,200.5,97.0,0.8813375183847715,0.8983608384784122,194,595,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,66,293.0,198.0,95.0,0.8826632018558347,0.8981851606416653,190,586,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,65,309.0,207.5,101.5,0.8843710515587533,0.8982485262688732,203,618,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,68,285.5,191.5,94.0,0.8821987647815972,0.8982552167536418,188,571,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,67,307.0,201.0,106.0,0.8830081662926154,0.8982752252236635,212,614,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,71,291.5,194.5,97.0,0.8817224317127427,0.8980417040049715,194,583,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,72,283.0,188.0,95.0,0.8825976178692152,0.8982688617693417,190,566,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,69,300.5,207.0,93.5,0.883826230188791,0.8984297106505654,187,601,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,87,279.5,178.5,101.0,0.8799208985172351,0.8973270579281668,202,559,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,76,277.0,174.0,103.0,0.8801777532164909,0.8989407670583245,206,554,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,73,303.0,209.0,94.0,0.8836284354957737,0.8986214713692441,188,606,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,70,297.0,203.0,94.0,0.8839762144151292,0.8992060390172846,188,594,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,74,318.5,218.0,100.5,0.8841232110633848,0.8987228756795922,201,637,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,81,297.5,198.5,99.0,0.8818001237169601,0.8985968503502908,198,595,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,77,313.5,219.0,94.5,0.8843103981636414,0.8981453594530434,189,627,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,78,306.0,209.0,97.0,0.8832176843585282,0.8980313505167912,194,612,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,80,284.5,196.0,88.5,0.883637075234015,0.8982181399468967,177,569,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,79,298.0,198.5,99.5,0.8825090825933183,0.8988338874355617,199,596,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,83,284.5,188.5,96.0,0.8815297876435146,0.8980257938773457,192,569,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,75,306.5,216.5,90.0,0.8845516395463838,0.8985122123953556,180,613,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,85,305.5,201.5,104.0,0.8821435262332853,0.8988008958589848,208,611,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,82,320.0,220.0,100.0,0.884121343228558,0.8987893412204772,200,640,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,86,286.0,199.5,86.5,0.8836454708126931,0.8986732978571345,173,572,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,88,288.0,198.0,90.0,0.8838067873827187,0.8978067033155437,180,576,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,90,311.5,212.5,99.0,0.8838521548273196,0.8981341267265175,198,623,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,89,307.5,215.0,92.5,0.8843246791468342,0.8985062985387181,185,615,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,94,302.0,205.5,96.5,0.8836717505919469,0.8987727504085516,193,604,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,84,283.5,186.0,97.5,0.882793227213256,0.8989151160654955,195,567,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,91,292.0,200.0,92.0,0.8839049134459511,0.8980566432134628,184,584,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,92,314.0,223.0,91.0,0.8849840634106003,0.89870246774058,182,628,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,93,300.5,205.5,95.0,0.8845439703921305,0.8989489672021028,190,601,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,96,303.0,203.0,100.0,0.8834059311232454,0.8984408985294071,200,606,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,95,281.5,191.5,90.0,0.8833081192469113,0.8985041816530913,180,563,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,97,309.0,206.5,102.5,0.8836199195842629,0.8986388704392614,205,618,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,98,287.0,196.5,90.5,0.8823259147088026,0.8980409283423513,181,574,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,no TTL,99,310.0,210.0,100.0,0.8833021368535046,0.8979894706460236,200,620,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,model TTL,21,286.5,286.5,0.0,0.9001077019246858,0.9001077019246858,0,573,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,model TTL,12,310.5,310.5,0.0,0.8994729316695561,0.8994729316695561,0,621,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,model TTL,10,297.5,297.5,0.0,0.8985171848455236,0.8985171848455236,0,595,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,model TTL,8,294.0,294.0,0.0,0.8994895768707274,0.8994895768707274,0,588,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,model TTL,0,297.5,296.5,1.0,0.8988560276859964,0.8989252448184468,2,595,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,model TTL,3,289.5,289.0,0.5,0.8988670580917322,0.8989024198816357,1,579,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,model TTL,6,282.5,282.0,0.5,0.8998600619968521,0.8998996252584631,1,565,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,model TTL,4,288.0,287.5,0.5,0.8999446644435936,0.8999827759075212,1,576,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,model TTL,5,291.0,290.5,0.5,0.9001290648270143,0.9001686275037409,1,582,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,model TTL,14,302.0,302.0,0.0,0.8992064044329456,0.8992064044329456,0,604,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,model TTL,7,298.5,298.5,0.0,0.8993547598979913,0.8993547598979913,0,597,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,model TTL,2,297.0,296.5,0.5,0.9001608017714956,0.9001988370103672,1,594,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,model TTL,9,298.5,298.0,0.5,0.8995338811197299,0.8995691885762198,1,597,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,model TTL,11,290.5,289.5,1.0,0.8996173384080852,0.899693886448337,2,581,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,model TTL,16,307.0,307.0,0.0,0.8992185098153602,0.8992185098153602,0,614,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,model TTL,19,291.0,290.0,1.0,0.8989470822954229,0.8990315567393367,2,582,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,model TTL,17,307.5,307.0,0.5,0.8991920091070161,0.8992277343435021,1,615,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,model TTL,1,333.5,332.5,1.0,0.8997231591977337,0.8997863811736494,2,667,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,model TTL,23,283.5,283.5,0.0,0.8997809990042202,0.8997809990042202,0,567,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,model TTL,18,300.5,300.5,0.0,0.9000558577960046,0.9000558577960046,0,601,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,model TTL,15,287.0,287.0,0.0,0.8995446893618746,0.8995446893618746,0,574,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,model TTL,20,283.5,282.5,1.0,0.8989320169921776,0.8990074855619594,2,567,allocation 3:3 | multiplexing
3:3,True,0.8791479059745941,model TTL,13,317.0,316.5,0.5,0.8994197148256478,0.8994548896591478,1,634,allocation 3:3 | multiplexing
