allocation,multiplexing,target_fidelity,scenario,run_idx,rate_hz,accepted_rate_hz,below_target_rate_hz,fidelity,accepted_fidelity,below_target_count,delivered_count,case_label
1:1,True,0.75,no TTL,13,100.5,99.5,1.0,0.8778698197670357,0.8793661678557543,2,201,allocation 1:1
1:1,True,0.75,no TTL,10,97.0,95.5,1.5,0.875522134917988,0.8780229283592688,3,194,allocation 1:1
1:1,True,0.75,no TTL,8,88.5,87.0,1.5,0.873325462932248,0.8760706860501529,3,177,allocation 1:1
1:1,True,0.75,no TTL,14,105.5,105.0,0.5,0.8761822071040465,0.8769741277767253,1,211,allocation 1:1
1:1,True,0.75,no TTL,22,104.0,103.0,1.0,0.8776817426764467,0.8791486342794591,2,208,allocation 1:1
1:1,True,0.75,no TTL,20,84.5,83.0,1.5,0.874844615991884,0.877627975771149,3,169,allocation 1:1
1:1,True,0.75,no TTL,24,90.5,90.0,0.5,0.8789260114660309,0.8796693984526062,1,181,allocation 1:1
1:1,True,0.75,no TTL,11,93.0,92.0,1.0,0.8784722112576759,0.8800561494322792,2,186,allocation 1:1
1:1,True,0.75,no TTL,2,93.0,92.5,0.5,0.8788814512226676,0.8796964900264812,1,186,allocation 1:1
1:1,True,0.75,no TTL,0,96.5,95.0,1.5,0.8770511144222806,0.8795503757874207,3,193,allocation 1:1
1:1,True,0.75,no TTL,4,97.5,97.0,0.5,0.8763592346601923,0.8771183820269384,1,195,allocation 1:1
1:1,True,0.75,no TTL,7,106.0,105.5,0.5,0.8820919597538246,0.8827314633336877,1,212,allocation 1:1
1:1,True,0.75,no TTL,18,108.0,107.0,1.0,0.8820907651144323,0.8833650765111568,2,216,allocation 1:1
1:1,True,0.75,no TTL,21,96.5,95.5,1.0,0.8815821480427043,0.8830077635909998,2,193,allocation 1:1
1:1,True,0.75,no TTL,9,106.0,105.5,0.5,0.8817591297235411,0.8825025608786466,1,212,allocation 1:1
1:1,True,0.75,no TTL,16,93.5,93.0,0.5,0.8801401002657122,0.8812105411179163,1,187,allocation 1:1
1:1,True,0.75,no TTL,30,95.5,95.5,0.0,0.8820126138978929,0.8820126138978929,0,191,allocation 1:1
1:1,True,0.75,no TTL,3,95.0,94.5,0.5,0.8787734290979998,0.8797124294549998,1,190,allocation 1:1
1:1,True,0.75,no TTL,1,101.5,100.5,1.0,0.881366391211173,0.88287939669186,2,203,allocation 1:1
1:1,True,0.75,no TTL,5,103.5,103.0,0.5,0.8786401251858125,0.8792975070786095,1,207,allocation 1:1
1:1,True,0.75,no TTL,6,94.5,94.5,0.0,0.8826684399307464,0.8826684399307464,0,189,allocation 1:1
1:1,True,0.75,no TTL,28,94.5,93.5,1.0,0.877912494528114,0.8796131233689987,2,189,allocation 1:1
1:1,True,0.75,no TTL,29,96.0,95.5,0.5,0.8807899990520269,0.8815541521676756,1,192,allocation 1:1
1:1,True,0.75,no TTL,12,91.0,89.5,1.5,0.8771024335654113,0.8796851886909491,3,182,allocation 1:1
1:1,True,0.75,no TTL,15,96.0,95.5,0.5,0.8796183222424669,0.8806128464704143,1,192,allocation 1:1
1:1,True,0.75,no TTL,27,102.5,102.0,0.5,0.8770275594744592,0.8777216371327375,1,205,allocation 1:1
1:1,True,0.75,no TTL,25,96.5,96.0,0.5,0.8799767149241319,0.8809970401365453,1,193,allocation 1:1
1:1,True,0.75,no TTL,23,95.5,95.0,0.5,0.8801477748148413,0.8808652447603379,1,191,allocation 1:1
1:1,True,0.75,no TTL,19,98.0,97.5,0.5,0.8801012098670691,0.8809838451226019,1,196,allocation 1:1
1:1,True,0.75,no TTL,26,89.5,88.0,1.5,0.8825272436677652,0.8852004921246436,3,179,allocation 1:1
1:1,True,0.75,no TTL,17,91.0,90.0,1.0,0.8779163507159905,0.8795053431517683,2,182,allocation 1:1
1:1,True,0.75,no TTL,46,97.0,96.0,1.0,0.8809162891915145,0.8825721171166919,2,194,allocation 1:1
1:1,True,0.75,no TTL,32,100.5,100.0,0.5,0.8785446238027196,0.8793429916061904,1,201,allocation 1:1
1:1,True,0.75,no TTL,34,97.5,97.0,0.5,0.8775652508022906,0.8784030928205503,1,195,allocation 1:1
1:1,True,0.75,no TTL,31,88.0,88.0,0.0,0.8809446923597659,0.8809446923597659,0,176,allocation 1:1
1:1,True,0.75,no TTL,40,90.5,90.0,0.5,0.8766204776244222,0.8775443619757956,1,181,allocation 1:1
1:1,True,0.75,no TTL,51,80.5,80.5,0.0,0.8772514477340272,0.8772514477340272,0,161,allocation 1:1
1:1,True,0.75,no TTL,33,97.5,97.0,0.5,0.8816860025884696,0.8824847782923649,1,195,allocation 1:1
1:1,True,0.75,no TTL,35,101.5,101.5,0.0,0.8784245765187799,0.8784245765187799,0,203,allocation 1:1
1:1,True,0.75,no TTL,37,91.5,91.5,0.0,0.876263204315948,0.876263204315948,0,183,allocation 1:1
1:1,True,0.75,no TTL,43,96.0,96.0,0.0,0.8815198270500602,0.8815198270500602,0,192,allocation 1:1
1:1,True,0.75,no TTL,38,94.0,94.0,0.0,0.8838527191709525,0.8838527191709525,0,188,allocation 1:1
1:1,True,0.75,no TTL,49,94.0,94.0,0.0,0.8823444046304408,0.8823444046304408,0,188,allocation 1:1
1:1,True,0.75,no TTL,45,94.5,94.0,0.5,0.8791556570837428,0.8799560055534181,1,189,allocation 1:1
1:1,True,0.75,no TTL,39,102.5,102.5,0.0,0.8804965650028781,0.8804965650028781,0,205,allocation 1:1
1:1,True,0.75,no TTL,42,98.5,98.5,0.0,0.8827943558218845,0.8827943558218845,0,197,allocation 1:1
1:1,True,0.75,no TTL,47,99.0,98.5,0.5,0.882238922095365,0.8829415131457452,1,198,allocation 1:1
1:1,True,0.75,no TTL,55,84.5,84.5,0.0,0.8787730346954542,0.8787730346954542,0,169,allocation 1:1
1:1,True,0.75,no TTL,44,100.0,99.5,0.5,0.878437516372746,0.8796355090130352,1,200,allocation 1:1
1:1,True,0.75,no TTL,56,107.0,107.0,0.0,0.8783615872082077,0.8783615872082077,0,214,allocation 1:1
1:1,True,0.75,no TTL,50,97.5,96.5,1.0,0.8786001473852034,0.8799883202585388,2,195,allocation 1:1
1:1,True,0.75,no TTL,48,102.0,102.0,0.0,0.8821238544220025,0.8821238544220025,0,204,allocation 1:1
1:1,True,0.75,no TTL,41,105.0,105.0,0.0,0.8856089907427065,0.8856089907427065,0,210,allocation 1:1
1:1,True,0.75,no TTL,36,118.5,118.0,0.5,0.8810983919047336,0.8816892050342032,1,237,allocation 1:1
1:1,True,0.75,no TTL,57,95.0,94.5,0.5,0.8786061601245383,0.8793993665549075,1,190,allocation 1:1
1:1,True,0.75,no TTL,54,99.5,99.5,0.0,0.8827729297422424,0.8827729297422424,0,199,allocation 1:1
1:1,True,0.75,no TTL,53,93.0,93.0,0.0,0.8799178728289042,0.8799178728289042,0,186,allocation 1:1
1:1,True,0.75,no TTL,52,82.0,81.0,1.0,0.8808116209868032,0.8825290407215881,2,164,allocation 1:1
1:1,True,0.75,no TTL,59,96.5,96.5,0.0,0.8792601369379957,0.8792601369379957,0,193,allocation 1:1
1:1,True,0.75,no TTL,60,89.5,89.5,0.0,0.8816786137748227,0.8816786137748227,0,179,allocation 1:1
1:1,True,0.75,no TTL,58,86.5,86.5,0.0,0.8809721831108942,0.8809721831108942,0,173,allocation 1:1
1:1,True,0.75,no TTL,61,99.0,98.5,0.5,0.880642224342491,0.8813325835264206,1,198,allocation 1:1
1:1,True,0.75,no TTL,62,93.0,92.5,0.5,0.8779517642668268,0.8787461283239185,1,186,allocation 1:1
1:1,True,0.75,no TTL,67,99.0,97.5,1.5,0.8773364580918906,0.8794776003740883,3,198,allocation 1:1
1:1,True,0.75,no TTL,65,102.0,101.0,1.0,0.8825957977172199,0.8842365554640523,2,204,allocation 1:1
1:1,True,0.75,no TTL,63,95.0,94.5,0.5,0.8795835719439984,0.8802885659557744,1,190,allocation 1:1
1:1,True,0.75,no TTL,64,99.5,99.0,0.5,0.8788143176409017,0.8795384519866352,1,199,allocation 1:1
1:1,True,0.75,no TTL,69,91.5,91.0,0.5,0.8795728061338028,0.8803029868697586,1,183,allocation 1:1
1:1,True,0.75,no TTL,68,100.5,99.5,1.0,0.8751232678453493,0.8770042693845496,2,201,allocation 1:1
1:1,True,0.75,no TTL,75,96.5,95.0,1.5,0.8758359618386931,0.8780896624754122,3,193,allocation 1:1
1:1,True,0.75,no TTL,70,94.0,94.0,0.0,0.8780943881063447,0.8780943881063447,0,188,allocation 1:1
1:1,True,0.75,no TTL,79,91.5,91.0,0.5,0.8750355411679852,0.8759853430018946,1,183,allocation 1:1
1:1,True,0.75,no TTL,66,98.0,98.0,0.0,0.8856347510787544,0.8856347510787544,0,196,allocation 1:1
1:1,True,0.75,no TTL,73,87.0,86.0,1.0,0.876773891924514,0.8783401073160084,2,174,allocation 1:1
1:1,True,0.75,no TTL,74,86.5,86.5,0.0,0.8779391360917781,0.8779391360917781,0,173,allocation 1:1
1:1,True,0.75,no TTL,72,97.5,97.0,0.5,0.8813786952538479,0.8822574987484593,1,195,allocation 1:1
1:1,True,0.75,no TTL,80,92.0,90.5,1.5,0.8750350180000862,0.8776104919407731,3,184,allocation 1:1
1:1,True,0.75,no TTL,77,87.0,87.0,0.0,0.8801332243221471,0.8801332243221471,0,174,allocation 1:1
1:1,True,0.75,no TTL,78,95.5,95.5,0.0,0.8802667140260036,0.8802667140260036,0,191,allocation 1:1
1:1,True,0.75,no TTL,71,95.0,94.0,1.0,0.8821052218252349,0.8838264106940349,2,190,allocation 1:1
1:1,True,0.75,no TTL,76,105.0,104.5,0.5,0.8836169989986903,0.8843604746877421,1,210,allocation 1:1
1:1,True,0.75,no TTL,87,97.5,96.5,1.0,0.879350945872699,0.8814867506174385,2,195,allocation 1:1
1:1,True,0.75,no TTL,86,84.5,84.5,0.0,0.8793677960315839,0.8793677960315839,0,169,allocation 1:1
1:1,True,0.75,no TTL,85,91.0,91.0,0.0,0.8800349530141061,0.8800349530141061,0,182,allocation 1:1
1:1,True,0.75,no TTL,83,103.5,103.5,0.0,0.8834505841082076,0.8834505841082076,0,207,allocation 1:1
1:1,True,0.75,no TTL,84,96.0,96.0,0.0,0.881995622255682,0.881995622255682,0,192,allocation 1:1
1:1,True,0.75,no TTL,81,97.0,96.0,1.0,0.8804340574991849,0.8822347072610606,2,194,allocation 1:1
1:1,True,0.75,no TTL,82,98.0,97.5,0.5,0.8788100410264899,0.8796033553824953,1,196,allocation 1:1
1:1,True,0.75,no TTL,89,108.5,108.0,0.5,0.880479833375064,0.8812333808994948,1,217,allocation 1:1
1:1,True,0.75,no TTL,90,88.5,86.5,2.0,0.8756922637175377,0.8792000845087339,4,177,allocation 1:1
1:1,True,0.75,no TTL,88,101.0,101.0,0.0,0.879193383553813,0.879193383553813,0,202,allocation 1:1
1:1,True,0.75,no TTL,92,95.0,95.0,0.0,0.8835266793668806,0.8835266793668806,0,190,allocation 1:1
1:1,True,0.75,no TTL,91,94.0,93.5,0.5,0.8764015727935835,0.8771339510579355,1,188,allocation 1:1
1:1,True,0.75,no TTL,93,94.0,93.0,1.0,0.8782285162629567,0.8800851106486364,2,188,allocation 1:1
1:1,True,0.75,no TTL,95,98.5,98.5,0.0,0.8785813209585013,0.8785813209585013,0,197,allocation 1:1
1:1,True,0.75,no TTL,94,95.5,94.5,1.0,0.8788542102511882,0.8806282774066019,2,191,allocation 1:1
1:1,True,0.75,model TTL,5,90.0,90.0,0.0,0.8826673142794668,0.8826673142794668,0,180,allocation 1:1
1:1,True,0.75,no TTL,96,107.5,107.5,0.0,0.8812762535822326,0.8812762535822326,0,215,allocation 1:1
1:1,True,0.75,no TTL,99,89.5,89.0,0.5,0.8799155669481932,0.880715255158684,1,179,allocation 1:1
1:1,True,0.75,no TTL,97,91.0,91.0,0.0,0.8834254210319153,0.8834254210319153,0,182,allocation 1:1
1:1,True,0.75,no TTL,98,94.0,93.5,0.5,0.8781537853374478,0.8788872655717903,1,188,allocation 1:1
1:1,True,0.75,model TTL,1,96.0,95.0,1.0,0.8784015697282156,0.8798992424367723,2,192,allocation 1:1
1:1,True,0.75,model TTL,0,103.0,102.0,1.0,0.8791848793991506,0.8805200264157359,2,206,allocation 1:1
1:1,True,0.75,model TTL,8,102.5,102.0,0.5,0.8768983724294229,0.8775406993840589,1,205,allocation 1:1
1:1,True,0.75,model TTL,6,87.5,86.5,1.0,0.879500297195404,0.8811278380407586,2,175,allocation 1:1
1:1,True,0.75,model TTL,4,91.5,91.0,0.5,0.8783403714001743,0.8791499645743245,1,183,allocation 1:1
1:1,True,0.75,model TTL,2,100.5,99.0,1.5,0.8806465224672169,0.8828045220886376,3,201,allocation 1:1
1:1,True,0.75,model TTL,17,93.5,93.5,0.0,0.8824598433765771,0.8824598433765771,0,187,allocation 1:1
1:1,True,0.75,model TTL,16,87.5,87.0,0.5,0.8782362894163774,0.8790904602626584,1,175,allocation 1:1
1:1,True,0.75,model TTL,3,93.0,92.0,1.0,0.8832614672546795,0.8847718029430385,2,186,allocation 1:1
1:1,True,0.75,model TTL,11,97.5,97.0,0.5,0.8792497888178987,0.8799306810056058,1,195,allocation 1:1
1:1,True,0.75,model TTL,7,95.0,95.0,0.0,0.8835653694429343,0.8835653694429343,0,190,allocation 1:1
1:1,True,0.75,model TTL,14,92.0,92.0,0.0,0.8752741874915386,0.8752741874915386,0,184,allocation 1:1
1:1,True,0.75,model TTL,15,89.0,89.0,0.0,0.8774333486530128,0.8774333486530128,0,178,allocation 1:1
1:1,True,0.75,model TTL,13,93.0,93.0,0.0,0.8803404075637804,0.8803404075637804,0,186,allocation 1:1
1:1,True,0.75,model TTL,9,94.5,94.5,0.0,0.8820773632271532,0.8820773632271532,0,189,allocation 1:1
1:1,True,0.75,model TTL,10,100.0,100.0,0.0,0.8787145795319592,0.8787145795319592,0,200,allocation 1:1
1:1,True,0.75,model TTL,18,95.0,95.0,0.0,0.878657264945685,0.878657264945685,0,190,allocation 1:1
1:1,True,0.75,model TTL,12,94.0,93.0,1.0,0.8788900614665893,0.880418562710896,2,188,allocation 1:1
1:1,True,0.75,model TTL,19,98.0,97.5,0.5,0.8814557079632797,0.8822191673682216,1,196,allocation 1:1
1:1,True,0.75,model TTL,20,92.5,92.0,0.5,0.880912576087159,0.8816653142806127,1,185,allocation 1:1
1:1,True,0.75,model TTL,22,86.0,86.0,0.0,0.8819474195793321,0.8819474195793321,0,172,allocation 1:1
1:1,True,0.75,model TTL,21,110.0,110.0,0.0,0.8830490894277233,0.8830490894277233,0,220,allocation 1:1
1:1,True,0.75,model TTL,23,97.5,97.5,0.0,0.8834834948919965,0.8834834948919965,0,195,allocation 1:1
1:1,True,0.75,model TTL,24,100.5,100.0,0.5,0.8808106688789178,0.8814721138296554,1,201,allocation 1:1
1:1,True,0.75,model TTL,25,102.0,101.5,0.5,0.8804294572476011,0.8810960242592519,1,204,allocation 1:1
1:1,True,0.75,model TTL,27,92.0,91.5,0.5,0.8798456824184592,0.8806187515760574,1,184,allocation 1:1
1:1,True,0.75,model TTL,26,102.5,102.0,0.5,0.8833739848252943,0.8840380385764245,1,205,allocation 1:1
1:1,True,0.75,model TTL,28,99.0,99.0,0.0,0.8813971404001102,0.8813971404001102,0,198,allocation 1:1
1:1,True,0.75,model TTL,30,92.0,91.5,0.5,0.8788628783867866,0.8795713901101512,1,184,allocation 1:1
1:1,True,0.75,model TTL,31,92.5,92.5,0.0,0.8801062984097185,0.8801062984097185,0,185,allocation 1:1
1:1,True,0.75,model TTL,29,104.5,104.0,0.5,0.8790626156460625,0.8797225252333543,1,209,allocation 1:1
1:1,True,0.75,model TTL,34,85.5,85.5,0.0,0.8797819357296983,0.8797819357296983,0,171,allocation 1:1
1:1,True,0.75,model TTL,33,95.5,94.5,1.0,0.8789451305399532,0.8803688389578496,2,191,allocation 1:1
1:1,True,0.75,model TTL,32,93.5,93.5,0.0,0.881390506801671,0.881390506801671,0,187,allocation 1:1
1:1,True,0.75,model TTL,35,84.0,84.0,0.0,0.881758106392494,0.881758106392494,0,168,allocation 1:1
1:1,True,0.75,model TTL,56,96.5,96.5,0.0,0.8804460508726304,0.8804460508726304,0,193,allocation 1:1
1:1,True,0.75,model TTL,36,98.0,98.0,0.0,0.8799615220454804,0.8799615220454804,0,196,allocation 1:1
1:1,True,0.75,model TTL,39,93.5,93.0,0.5,0.8806128560431146,0.881385850419599,1,187,allocation 1:1
1:1,True,0.75,model TTL,41,89.0,89.0,0.0,0.8779496187268578,0.8779496187268578,0,178,allocation 1:1
1:1,True,0.75,model TTL,37,96.5,96.5,0.0,0.882854619690961,0.882854619690961,0,193,allocation 1:1
1:1,True,0.75,model TTL,38,100.5,100.0,0.5,0.882460969919042,0.8831659524513943,1,201,allocation 1:1
1:1,True,0.75,model TTL,43,94.0,94.0,0.0,0.8795741114751852,0.8795741114751852,0,188,allocation 1:1
1:1,True,0.75,model TTL,42,96.0,96.0,0.0,0.8780675509782873,0.8780675509782873,0,192,allocation 1:1
1:1,True,0.75,model TTL,47,96.0,96.0,0.0,0.8804411473824363,0.8804411473824363,0,192,allocation 1:1
1:1,True,0.75,model TTL,44,99.0,98.5,0.5,0.8786403236013385,0.8793468895213463,1,198,allocation 1:1
1:1,True,0.75,model TTL,40,95.5,95.5,0.0,0.8786571385085505,0.8786571385085505,0,191,allocation 1:1
1:1,True,0.75,model TTL,48,99.5,99.5,0.0,0.8816136116437302,0.8816136116437302,0,199,allocation 1:1
1:1,True,0.75,model TTL,45,101.0,101.0,0.0,0.884344188206933,0.884344188206933,0,202,allocation 1:1
1:1,True,0.75,model TTL,49,103.0,103.0,0.0,0.8816632691496207,0.8816632691496207,0,206,allocation 1:1
1:1,True,0.75,model TTL,46,105.5,105.5,0.0,0.8848260249410465,0.8848260249410465,0,211,allocation 1:1
1:1,True,0.75,model TTL,52,85.5,85.5,0.0,0.8763047941525242,0.8763047941525242,0,171,allocation 1:1
1:1,True,0.75,model TTL,50,92.5,92.5,0.0,0.8809558954510953,0.8809558954510953,0,185,allocation 1:1
1:1,True,0.75,model TTL,51,102.0,102.0,0.0,0.8842965618890954,0.8842965618890954,0,204,allocation 1:1
1:1,True,0.75,model TTL,55,86.0,86.0,0.0,0.8812204578114845,0.8812204578114845,0,172,allocation 1:1
1:1,True,0.75,model TTL,53,101.5,101.5,0.0,0.8808420396117836,0.8808420396117836,0,203,allocation 1:1
1:1,True,0.75,model TTL,54,103.5,103.5,0.0,0.8821374375115101,0.8821374375115101,0,207,allocation 1:1
1:1,True,0.75,model TTL,59,98.0,98.0,0.0,0.8823842708608274,0.8823842708608274,0,196,allocation 1:1
1:1,True,0.75,model TTL,57,107.0,107.0,0.0,0.8817217297700937,0.8817217297700937,0,214,allocation 1:1
1:1,True,0.75,model TTL,58,99.0,99.0,0.0,0.8826186212404205,0.8826186212404205,0,198,allocation 1:1
1:1,True,0.75,model TTL,60,99.0,98.0,1.0,0.877635635276025,0.8790192576413335,2,198,allocation 1:1
1:1,True,0.75,model TTL,61,90.0,89.0,1.0,0.8763711210080596,0.8779117943038417,2,180,allocation 1:1
1:1,True,0.75,model TTL,62,82.5,82.5,0.0,0.8804728070441133,0.8804728070441133,0,165,allocation 1:1
1:1,True,0.75,model TTL,67,93.0,92.0,1.0,0.8784353020638027,0.8799083146511713,2,186,allocation 1:1
1:1,True,0.75,model TTL,77,99.5,99.5,0.0,0.8832957142692873,0.8832957142692873,0,199,allocation 1:1
1:1,True,0.75,model TTL,63,99.5,99.5,0.0,0.8824037759038595,0.8824037759038595,0,199,allocation 1:1
1:1,True,0.75,model TTL,66,86.0,85.0,1.0,0.8774602752476047,0.8791259836492775,2,172,allocation 1:1
1:1,True,0.75,model TTL,65,92.5,92.5,0.0,0.8827925900323904,0.8827925900323904,0,185,allocation 1:1
1:1,True,0.75,model TTL,70,92.5,92.0,0.5,0.878947406209546,0.8796502934028553,1,185,allocation 1:1
1:1,True,0.75,model TTL,74,93.5,93.5,0.0,0.8786010878637098,0.8786010878637098,0,187,allocation 1:1
1:1,True,0.75,model TTL,64,105.0,105.0,0.0,0.8838935109101469,0.8838935109101469,0,210,allocation 1:1
1:1,True,0.75,model TTL,72,96.0,96.0,0.0,0.8780164480106996,0.8780164480106996,0,192,allocation 1:1
1:1,True,0.75,model TTL,76,88.5,88.5,0.0,0.8796835459882772,0.8796835459882772,0,177,allocation 1:1
1:1,True,0.75,model TTL,68,99.0,99.0,0.0,0.8814372210037955,0.8814372210037955,0,198,allocation 1:1
1:1,True,0.75,model TTL,71,91.5,91.5,0.0,0.8796511272995422,0.8796511272995422,0,183,allocation 1:1
1:1,True,0.75,model TTL,73,100.5,100.0,0.5,0.8821799471330459,0.8828825144019617,1,201,allocation 1:1
1:1,True,0.75,model TTL,75,101.0,101.0,0.0,0.8788740731637997,0.8788740731637997,0,202,allocation 1:1
1:1,True,0.75,model TTL,69,94.5,94.5,0.0,0.8819671719854265,0.8819671719854265,0,189,allocation 1:1
1:1,True,0.75,model TTL,78,89.0,89.0,0.0,0.8792778097323098,0.8792778097323098,0,178,allocation 1:1
1:1,True,0.75,model TTL,81,101.0,101.0,0.0,0.8785652443889163,0.8785652443889163,0,202,allocation 1:1
1:1,True,0.75,model TTL,79,98.5,98.5,0.0,0.8827344082381723,0.8827344082381723,0,197,allocation 1:1
1:1,True,0.75,model TTL,82,103.0,103.0,0.0,0.8782420152087228,0.8782420152087228,0,206,allocation 1:1
1:1,True,0.75,model TTL,80,94.0,93.5,0.5,0.8830054807541199,0.8837209901003393,1,188,allocation 1:1
1:1,True,0.75,model TTL,83,97.5,97.0,0.5,0.8799398595348906,0.8806309738949484,1,195,allocation 1:1
1:1,True,0.75,model TTL,84,98.0,97.5,0.5,0.8793900353684726,0.8801378053332489,1,196,allocation 1:1
1:1,True,0.75,model TTL,86,84.0,84.0,0.0,0.8793891018201694,0.8793891018201694,0,168,allocation 1:1
1:1,True,0.75,model TTL,87,99.5,99.5,0.0,0.8855251497434901,0.8855251497434901,0,199,allocation 1:1
1:1,True,0.75,model TTL,85,105.0,104.5,0.5,0.8803352204077748,0.8810475584992709,1,210,allocation 1:1
1:1,True,0.75,model TTL,88,102.0,101.5,0.5,0.8818025396322258,0.8825258533276686,1,204,allocation 1:1
1:1,True,0.75,model TTL,94,92.0,92.0,0.0,0.8763858172126922,0.8763858172126922,0,184,allocation 1:1
1:1,True,0.75,model TTL,89,96.5,96.5,0.0,0.8801966990331851,0.8801966990331851,0,193,allocation 1:1
1:1,True,0.75,model TTL,91,91.0,90.0,1.0,0.8741538756018647,0.875583343959891,2,182,allocation 1:1
1:1,True,0.75,model TTL,90,94.5,94.0,0.5,0.8824121532012246,0.8831265177135417,1,189,allocation 1:1
1:1,True,0.75,model TTL,96,105.5,104.5,1.0,0.8811420577884563,0.8824837469990721,2,211,allocation 1:1
1:1,True,0.75,model TTL,97,92.0,92.0,0.0,0.8796029656360785,0.8796029656360785,0,184,allocation 1:1
1:1,True,0.75,model TTL,92,98.0,97.5,0.5,0.8807051074370792,0.881472854584424,1,196,allocation 1:1
1:1,True,0.75,model TTL,98,98.5,98.5,0.0,0.8839875016066631,0.8839875016066631,0,197,allocation 1:1
1:1,True,0.75,model TTL,95,106.0,106.0,0.0,0.8808265141006194,0.8808265141006194,0,212,allocation 1:1
1:1,True,0.75,model TTL,99,109.5,109.5,0.0,0.8838810604767374,0.8838810604767374,0,219,allocation 1:1
1:1,True,0.75,model TTL,93,99.0,98.5,0.5,0.8830857924232155,0.8837678191373936,1,198,allocation 1:1
1:1,True,0.7822869764936485,no TTL,28,94.5,92.0,2.5,0.877912494528114,0.88140862795249,5,189,allocation 1:1
1:1,True,0.7822869764936485,no TTL,14,105.5,103.0,2.5,0.8761822071040465,0.8791228349758261,5,211,allocation 1:1
1:1,True,0.7822869764936485,no TTL,11,93.0,91.0,2.0,0.8784722112576759,0.8812658523607513,4,186,allocation 1:1
1:1,True,0.7822869764936485,no TTL,24,90.5,89.5,1.0,0.8789260114660309,0.8802323217677858,2,181,allocation 1:1
1:1,True,0.7822869764936485,no TTL,8,88.5,84.5,4.0,0.873325462932248,0.8791928869088811,8,177,allocation 1:1
1:1,True,0.7822869764936485,no TTL,17,91.0,88.5,2.5,0.8779163507159905,0.8813945324794558,5,182,allocation 1:1
1:1,True,0.7822869764936485,no TTL,20,84.5,82.0,2.5,0.874844615991884,0.8789703069296192,5,169,allocation 1:1
1:1,True,0.7822869764936485,no TTL,18,108.0,106.5,1.5,0.8820907651144323,0.883912611423648,3,216,allocation 1:1
1:1,True,0.7822869764936485,no TTL,10,97.0,95.0,2.0,0.875522134917988,0.8786882834414548,4,194,allocation 1:1
1:1,True,0.7822869764936485,no TTL,2,93.0,92.0,1.0,0.8788814512226676,0.8803348912442296,2,186,allocation 1:1
1:1,True,0.7822869764936485,no TTL,0,96.5,94.5,2.0,0.8770511144222806,0.8801303589534314,4,193,allocation 1:1
1:1,True,0.7822869764936485,no TTL,4,97.5,95.5,2.0,0.8763592346601923,0.8788658311806398,4,195,allocation 1:1
1:1,True,0.7822869764936485,no TTL,12,91.0,88.5,2.5,0.8771024335654113,0.8808173884519354,5,182,allocation 1:1
1:1,True,0.7822869764936485,no TTL,22,104.0,101.5,2.5,0.8776817426764467,0.8807571392100632,5,208,allocation 1:1
1:1,True,0.7822869764936485,no TTL,7,106.0,104.5,1.5,0.8820919597538246,0.8838473871300826,3,212,allocation 1:1
1:1,True,0.7822869764936485,no TTL,9,106.0,104.5,1.5,0.8817591297235411,0.8834883032721531,3,212,allocation 1:1
1:1,True,0.7822869764936485,no TTL,29,96.0,94.0,2.0,0.8807899990520269,0.8834789855849092,4,192,allocation 1:1
1:1,True,0.7822869764936485,no TTL,5,103.5,101.5,2.0,0.8786401251858125,0.880857494129999,4,207,allocation 1:1
1:1,True,0.7822869764936485,no TTL,15,96.0,93.5,2.5,0.8796183222424669,0.8829688114126224,5,192,allocation 1:1
1:1,True,0.7822869764936485,no TTL,6,94.5,92.5,2.0,0.8826684399307464,0.8851491349477876,4,189,allocation 1:1
1:1,True,0.7822869764936485,no TTL,21,96.5,94.5,2.0,0.8815821480427043,0.8843727397500337,4,193,allocation 1:1
1:1,True,0.7822869764936485,no TTL,30,95.5,94.0,1.5,0.8820126138978929,0.8839332758751446,3,191,allocation 1:1
1:1,True,0.7822869764936485,no TTL,1,101.5,100.5,1.0,0.881366391211173,0.88287939669186,2,203,allocation 1:1
1:1,True,0.7822869764936485,no TTL,25,96.5,95.0,1.5,0.8799767149241319,0.882239668465604,3,193,allocation 1:1
1:1,True,0.7822869764936485,no TTL,23,95.5,94.0,1.5,0.8801477748148413,0.8822234648496307,3,191,allocation 1:1
1:1,True,0.7822869764936485,no TTL,27,102.5,99.0,3.5,0.8770275594744592,0.881149318953432,7,205,allocation 1:1
1:1,True,0.7822869764936485,no TTL,19,98.0,97.0,1.0,0.8801012098670691,0.881579288235658,2,196,allocation 1:1
1:1,True,0.7822869764936485,no TTL,3,95.0,94.0,1.0,0.8787734290979998,0.8802574749005009,2,190,allocation 1:1
1:1,True,0.7822869764936485,no TTL,16,93.5,91.0,2.5,0.8801401002657122,0.8837136589556349,5,187,allocation 1:1
1:1,True,0.7822869764936485,no TTL,13,100.5,99.0,1.5,0.8778698197670357,0.8798819369575469,3,201,allocation 1:1
1:1,True,0.7822869764936485,no TTL,26,89.5,87.0,2.5,0.8825272436677652,0.8865825021816824,5,179,allocation 1:1
1:1,True,0.7822869764936485,no TTL,32,100.5,99.0,1.5,0.8785446238027196,0.8804366835008313,3,201,allocation 1:1
1:1,True,0.7822869764936485,no TTL,31,88.0,86.0,2.0,0.8809446923597659,0.8834996597004624,4,176,allocation 1:1
